idSPE;idMVS;SPE;MVS;SPE-MVS;WKT
10;4;ASL 10;MVS4;ASL10-MVS4;Polygon ((-37.0446559539999 -5.50967236999998,-37.043848912 -5.50966811999996,-37.0438559729999 -5.50838191999998,-37.042659829 -5.50837433499998,-37.041987524 -5.50784337699997,-37.041812185 -5.50810843799997,-37.041062487 -5.50924175599999,-37.040570973 -5.50998477599995,-37.040108258 -5.510684255,-37.039400082 -5.51175478899995,-37.039997603 -5.512355496,-37.041883095 -5.51236492199996,-37.041878131 -5.513640737,-37.042636465 -5.51442661599998,-37.043131391 -5.51396588799997,-37.044046427 -5.51206317499998,-37.044317554 -5.51107143799999,-37.045305696 -5.51033601899996,-37.0446559539999 -5.50967236999998))
5;2;ASL 05;MVS2;ASL05-MVS2;Polygon ((-37.056704115 -5.60159283499996,-37.056702272 -5.60215049099997,-37.057755162 -5.60215398399998,-37.057750868 -5.60345358699999,-37.060135933 -5.60346149399999,-37.060100138 -5.60281328299999,-37.060029624 -5.60153636599995,-37.059972576 -5.60050331399998,-37.059910463 -5.59937854499998,-37.059877715 -5.59878554899996,-37.059828718 -5.597898305,-37.058020702 -5.59791522899997,-37.057880457 -5.597914764,-37.057879992 -5.59805570399999,-37.057718919 -5.59805516999995,-37.057715106 -5.59920990499995,-37.05662236 -5.59920628199995,-37.056617104 -5.60079673599995,-37.056706746 -5.60079703299999,-37.056704115 -5.60159283499996))
10;3;ASL 10;MVS3;ASL10-MVS3;Polygon ((-37.045305696 -5.51033601899996,-37.045800563 -5.50996771699999,-37.04556989 -5.50901033999997,-37.045236768 -5.50762776199997,-37.045124051 -5.50715994499996,-37.04513759 -5.50639928199996,-37.046542486 -5.50585604499997,-37.046869519 -5.50572958999999,-37.047474674 -5.50537868399999,-37.047880896 -5.50471221799995,-37.047880568 -5.50464584499997,-37.048494423 -5.50396680899996,-37.04890314 -5.50351469099996,-37.049009132 -5.50339744499996,-37.048011276 -5.50258726699997,-37.047869831 -5.50247242499995,-37.047869409 -5.50238712799995,-37.047383232 -5.50199505699999,-37.04675727 -5.50149026899999,-37.046450141 -5.50124259099999,-37.045988742 -5.50194011599996,-37.045664756 -5.50242990699996,-37.045402367 -5.50282657399998,-37.045336527 -5.50278059599998,-37.045226885 -5.50294635,-37.044732601 -5.50369358099999,-37.044154144 -5.504568054,-37.043930955 -5.50490545699995,-37.043472521 -5.50559848399996,-37.043385111 -5.50573062199999,-37.043241161 -5.50594823599999,-37.042829347 -5.50657078399996,-37.04262276 -5.50688308499997,-37.042203816 -5.50751640799996,-37.041987524 -5.50784337699997,-37.042659829 -5.50837433499998,-37.043855978 -5.508380929,-37.043848912 -5.50966811999996,-37.0446559539999 -5.50967236999998,-37.045305696 -5.51033601899996))
5;3;ASL 05;MVS3;ASL05-MVS3;Polygon ((-37.05683377 -5.59622659399997,-37.05657756 -5.59622574499997,-37.056567714 -5.5992061,-37.05662236 -5.59920628199995,-37.057715106 -5.59920990499995,-37.057718919 -5.59805516999995,-37.057879992 -5.59805570399999,-37.057880457 -5.597914764,-37.058020702 -5.59791522899997,-37.057920611 -5.59603764299999,-37.058476824 -5.59602993599998,-37.058480519 -5.59490990499995,-37.056838136 -5.59490446499996,-37.05683377 -5.59622659399997))
10;2;ASL 10;MVS2;ASL10-MVS2;Polygon ((-37.040855616 -5.50598725899999,-37.0415132689999 -5.50657916699998,-37.042234803 -5.50548435099995,-37.042648953 -5.50485593899998,-37.0431556079999 -5.50408716499999,-37.043437956 -5.50365874199997,-37.043639323 -5.50335319499999,-37.044106105 -5.50264491399997,-37.044184809 -5.50252549299995,-37.044432671 -5.50214939299997,-37.044405414 -5.50213035899998,-37.044520536 -5.50195655799996,-37.044915933 -5.50135962099995,-37.045144465 -5.50101460099995,-37.045286776 -5.50079975199998,-37.045446987 -5.50055787699995,-37.044782871 -5.50002231999997,-37.044351939 -5.50042999899995,-37.043631191 -5.501111853,-37.043340607 -5.50138675399995,-37.042435433 -5.50075462799998,-37.040490767 -5.50026227299998,-37.039821359 -5.50026007299999,-37.039818066 -5.500730062,-37.039809478 -5.50335243399996,-37.039871616 -5.50335263799997,-37.03986258 -5.50598226599999,-37.040855616 -5.50598725899999))
5;4;ASL 05;MVS4;ASL05-MVS4;Polygon ((-37.053969827 -5.60158375599997,-37.056704115 -5.60159283499996,-37.056706746 -5.60079703299999,-37.056617104 -5.60079673599995,-37.05662236 -5.59920628199995,-37.056567714 -5.5992061,-37.05657756 -5.59622574499997,-37.053922944 -5.59621802499998,-37.053909555 -5.60026467999995,-37.053976003 -5.600264901,-37.053969827 -5.60158375599997))
10;1;ASL 10;MVS1;ASL10-MVS1;Polygon ((-37.03986258 -5.50598226599999,-37.039871616 -5.50335263799997,-37.039809478 -5.50335243399996,-37.039821359 -5.50026007299999,-37.037235859 -5.50025156799995,-37.037155233 -5.50196434699996,-37.037064016 -5.50390144699998,-37.036981839 -5.50564759899999,-37.036966379 -5.50597602899995,-37.037220031 -5.50597302199998,-37.03986258 -5.50598226599999))
5;5;ASL 05;MVS5;ASL05-MVS5;Polygon ((-37.053875126 -5.60298800199996,-37.053964962 -5.60305313799995,-37.053976003 -5.600264901,-37.053909555 -5.60026467999995,-37.053922944 -5.59621802499998,-37.051270861 -5.59620921499999,-37.051255227 -5.60092786899997,-37.051254715 -5.60108803899999,-37.051412258 -5.60120226799995,-37.051776349 -5.60146625899995,-37.051904188 -5.60155895099996,-37.052369103 -5.60189604299995,-37.053080308 -5.602411711,-37.053875126 -5.60298800199996))
15;3;ASL 15;MVS3;ASL15-MVS3;Polygon ((-37.036585996 -5.514055353,-37.037079652 -5.513306339,-37.037882855 -5.51208764799998,-37.038861094 -5.51060336899997,-37.039724898 -5.50929270899996,-37.040717016 -5.507787345,-37.041228438 -5.50701135099996,-37.0415132689999 -5.50657916699998,-37.040855616 -5.50598725899999,-37.03986258 -5.50598226599999,-37.037220031 -5.50597302199998,-37.036966335 -5.50597602899995,-37.036894727 -5.507497978,-37.036832674 -5.50881601899999,-37.036683978 -5.51197250299998,-37.036609521 -5.513555725,-37.036585996 -5.514055353))
6;1;ASL 06;MVS1;ASL06-MVS1;Polygon ((-37.084552613 -5.56848328699999,-37.084724674 -5.56814995599996,-37.0850699699999 -5.56748168599995,-37.085507023 -5.566635007,-37.085948666 -5.56577979499997,-37.086065817 -5.56555294199995,-37.086303808 -5.56509208599999,-37.086383816 -5.56493499499999,-37.086516098 -5.56467899299997,-37.086576923 -5.56456128299999,-37.086647495 -5.56442655699999,-37.087373525 -5.56302063499999,-37.087377143 -5.56301363099999,-37.087380038 -5.56300802499999,-37.087387268 -5.562994022,-37.08739138 -5.562986061,-37.087400544 -5.56296831499998,-37.087402275 -5.56296496199997,-37.087402453 -5.56296461899996,-37.087402716 -5.56296410699997,-37.087402996 -5.56296356499996,-37.087403399 -5.562962787,-37.08740394 -5.56296173999999,-37.087405411 -5.56295889099999,-37.087411973 -5.56294618199996,-37.087422084 -5.56292660599996,-37.0874260739999 -5.56291887599997,-37.08742888 -5.56291344499999,-37.087433427 -5.56290463699997,-37.087441004 -5.562889633,-37.087447619 -5.56287541999995,-37.087448148 -5.56271165699997,-37.087449746 -5.56221711499995,-37.087450391 -5.56201748399997,-37.087411028 -5.561965101,-37.087345463 -5.56187785499998,-37.08727409 -5.56178287399996,-37.087235435 -5.561731436,-37.086925262 -5.56171657499999,-37.086444563 -5.56169354399998,-37.08582372 -5.56166379899997,-37.085253423 -5.561636475,-37.085136168 -5.56163085499998,-37.085101657 -5.56169246999997,-37.085053473 -5.56177849799997,-37.084993782 -5.56188506199999,-37.084927781 -5.56200290099997,-37.084836082 -5.56216661499997,-37.08468483 -5.56243664799996,-37.084184621 -5.56332969499999,-37.083768526 -5.56407255799996,-37.083316696 -5.56487921999997,-37.083014963 -5.565438164,-37.082809023 -5.56585546999997,-37.082614097 -5.56625646999998,-37.082533916 -5.56642141799995,-37.0824387219999 -5.56661725199996,-37.0823576069999 -5.56678411899998,-37.082182885 -5.56714355199995,-37.08197738 -5.56756631599995,-37.081758177 -5.56801725199995,-37.081309001 -5.56894128299996,-37.08123407 -5.56909543099999,-37.081185101 -5.56919616499999,-37.081272063 -5.56917775599999,-37.080974748 -5.56979224599996,-37.081075302 -5.56977095899998,-37.081372621 -5.56915646899995,-37.081758635 -5.56907475399998,-37.082442814 -5.56892991899997,-37.083718842 -5.56865979199995,-37.084386097 -5.56851853699999,-37.084552613 -5.56848328699999))
15;2;ASL 15;MVS2;ASL15-MVS2;Polygon ((-37.035874498 -5.50759473099998,-37.036258156 -5.50759400699997,-37.036304513 -5.506609411,-37.036391232 -5.50476748899996,-37.036505091 -5.50234901899995,-37.03658979 -5.50054988899996,-37.03660393 -5.50024948799995,-37.036497987 -5.50024913899995,-37.036218262 -5.50054353199999,-37.035710731 -5.50107767399999,-37.035156352 -5.50166111999999,-37.035586945 -5.50230561899997,-37.035585249 -5.50357620399996,-37.035135784 -5.50357598799997,-37.035131349 -5.50492631599997,-37.035069902 -5.504926114,-37.035064047 -5.507594332,-37.035874498 -5.50759473099998))
15;1;ASL 15;MVS1;ASL15-MVS1;Polygon ((-37.035064047 -5.507594332,-37.035069902 -5.504926114,-37.035131349 -5.50492631599997,-37.035135784 -5.50357598799997,-37.035585249 -5.50357620399996,-37.035586945 -5.50230561899997,-37.035156352 -5.50166111999999,-37.033983821 -5.50289511799997,-37.0322362 -5.50473433899998,-37.030930024 -5.50610896399996,-37.030060925 -5.50702359999997,-37.030641162 -5.507577191,-37.035064047 -5.507594332))
15;4;ASL 15;MVS4;ASL15-MVS4;Polygon ((-37.035712062 -5.51288555499997,-37.036008925 -5.51288730699997,-37.03609391 -5.51108242399999,-37.036179769 -5.50925888699999,-37.036241135 -5.50795553099999,-37.036258156 -5.50759400699997,-37.033230964 -5.50758723199999,-37.03322034 -5.51158555999996,-37.033153424 -5.51158495199996,-37.033153204 -5.51288114199997,-37.035712062 -5.51288555499997))
6;4;ASL 06;MVS4;ASL06-MVS4;Polygon ((-37.059860432 -5.58998957899996,-37.06023646 -5.58999829599998,-37.060444048 -5.59000310899995,-37.061179923 -5.59002016699998,-37.061708317 -5.59003241699997,-37.061946176 -5.59003793099998,-37.062465201 -5.59004996099998,-37.062810667 -5.59005796899999,-37.062952729 -5.59006126099996,-37.062952372 -5.59012172499996,-37.064393524 -5.59015950599996,-37.06494479 -5.59017309199999,-37.065597203 -5.59018898399995,-37.065811692 -5.59019419399999,-37.066091734 -5.59013390899997,-37.066568009 -5.59003138099996,-37.067291782 -5.58987557,-37.067568604 -5.58981597899998,-37.067517711 -5.58954396599995,-37.067391473 -5.58886925599995,-37.067309446 -5.58843083599999,-37.067109668 -5.58843017799995,-37.06711147 -5.58788067799998,-37.067111963 -5.58773055499995,-37.067112268 -5.587637546,-37.067113428 -5.58758542599998,-37.067119857 -5.58753194399998,-37.067130153 -5.58748592999996,-37.067150261 -5.58742704499997,-37.067170512 -5.58738385799995,-37.067228586 -5.587297154,-37.067299403 -5.58722748299999,-37.067357066 -5.58718736999998,-37.067523277 -5.58710043999997,-37.067584491 -5.587068805,-37.067608893 -5.587056195,-37.067634771 -5.58704282099995,-37.067658001 -5.58703081599998,-37.067705275 -5.58700638699997,-37.067758234 -5.58697901699998,-37.067852079 -5.58692620799997,-37.067922621 -5.58688651299997,-37.068026091 -5.58682828799999,-37.068117502 -5.586776848,-37.068187173 -5.586737642,-37.068223576 -5.58671715899999,-37.068266092 -5.58669323199996,-37.068329241 -5.58665769799995,-37.068438111 -5.58659643299995,-37.068481684 -5.58657191399999,-37.068513565 -5.58655397399997,-37.068595505 -5.58650786499999,-37.068720715 -5.58643740499997,-37.068820064 -5.58638149899997,-37.0689537969999 -5.58630624299997,-37.069101431 -5.58622316599997,-37.069238421 -5.58614607799996,-37.069417099 -5.58604553199996,-37.069536271 -5.58597847099998,-37.069448734 -5.58589292299996,-37.069131956 -5.586071183,-37.069017834 -5.58613540199997,-37.068722077 -5.586301832,-37.068567938 -5.58638857099999,-37.068448735 -5.58645564699998,-37.068297491 -5.58654075699997,-37.068103175 -5.58665010199996,-37.067957554 -5.58673204799999,-37.067835529 -5.58680071399999,-37.067734138 -5.58685776699997,-37.067692318 -5.58688082399999,-37.067663122 -5.58689591199999,-37.067630353 -5.58691284899999,-37.067563943 -5.58694716899998,-37.067489831 -5.58698547,-37.067435081 -5.58701376299996,-37.067385402 -5.58703943799998,-37.06734387 -5.58706090299995,-37.067309768 -5.58707899799998,-37.067260292 -5.58711009699999,-37.067209701 -5.58714938099996,-37.067150804 -5.58720753499995,-37.067083234 -5.58729974299996,-37.067058131 -5.58734596599999,-37.067032528 -5.58740613499998,-37.067019697 -5.58744534199997,-37.067009746 -5.58748420299997,-37.067002085 -5.58752521099996,-37.066995469 -5.58759494199995,-37.066994611 -5.58774129699998,-37.066993059 -5.58821461299999,-37.066992353 -5.588429792,-37.0667576009999 -5.588429018,-37.0665963329999 -5.58847517299995,-37.065747954 -5.58871798199999,-37.06561689 -5.588727495,-37.065540206 -5.58871773599998,-37.065267422 -5.58868302099995,-37.064991953 -5.588647966,-37.064704868 -5.58861143099995,-37.064609609 -5.58859930699998,-37.064491366 -5.58858425899996,-37.064265896 -5.58855635499998,-37.064100838 -5.58854266499998,-37.06391207 -5.58852157999996,-37.063703206 -5.58850105099998,-37.063478673 -5.58847898099998,-37.063311093 -5.58846251199998,-37.063208861 -5.588452464,-37.063040497 -5.58843591699997,-37.063002557 -5.58843226299996,-37.062962362 -5.58842823599997,-37.062958817 -5.589029213,-37.062956673 -5.58939275899996,-37.062953958 -5.58985298299996,-37.062953423 -5.58994371299997,-37.061836092 -5.58991789099997,-37.061329504 -5.58990618399997,-37.060787539 -5.58989365699995,-37.060370288 -5.589884015,-37.060131323 -5.58987849099998,-37.059964687 -5.58987463799997,-37.059848458 -5.58987195199995,-37.059860432 -5.58998957899996))
15;6;ASL 15;MVS6;ASL15-MVS6;Polygon ((-37.033153204 -5.51288114199997,-37.033153424 -5.51158495199996,-37.03322034 -5.51158555999996,-37.033230964 -5.50758723199999,-37.030641162 -5.507577191,-37.030579351 -5.50751821899996,-37.030566607 -5.51021976499999,-37.030557877 -5.51286817899995,-37.033153204 -5.51288114199997))
6;5;ASL 06;MVS5;ASL06-MVS5;Polygon ((-37.056895626 -5.59490465499999,-37.058480519 -5.59490990499995,-37.058476824 -5.59602993599998,-37.058685463 -5.59602704599996,-37.058985427 -5.59602288899998,-37.060357115 -5.59600388799998,-37.060355337 -5.59580734899998,-37.060353419 -5.59559520399995,-37.06034805 -5.59500178299999,-37.0603454439999 -5.59471373999997,-37.060347 -5.59436699899999,-37.060412101 -5.59408467599997,-37.060465298 -5.59385397099999,-37.060496618 -5.59371814699995,-37.060527469 -5.59358435299998,-37.060528068 -5.59340253199997,-37.060528908 -5.59314749499998,-37.060529597 -5.59293835299997,-37.060382264 -5.59201600399996,-37.060345145 -5.59186918799998,-37.060304187 -5.591707187,-37.060117064 -5.59096705599995,-37.059950384 -5.59063848699998,-37.059461708 -5.59064321999995,-37.058685303 -5.59065073899995,-37.056847143 -5.59066853599995,-37.05684234 -5.59215277299995,-37.056904708 -5.59215297999998,-37.056895626 -5.59490465499999))
15;5;ASL 15;MVS5;ASL15-MVS5;Polygon ((-37.030557877 -5.51286817899995,-37.030579351 -5.50751821899996,-37.030060925 -5.50702359999997,-37.028737407 -5.50841645499997,-37.027613313 -5.50959942999998,-37.026450142 -5.51082351999997,-37.026836707 -5.51157796799998,-37.0268327369999 -5.51285713999999,-37.030557877 -5.51286817899995))
6;6;ASL 06;MVS6;ASL06-MVS6;Polygon ((-37.05657756 -5.59622574499997,-37.05683377 -5.59622659399997,-37.056838136 -5.59490446499996,-37.056895626 -5.59490465499999,-37.056904708 -5.59215297999998,-37.05684234 -5.59215277299995,-37.056847237 -5.59066853499996,-37.056471535 -5.59067217299997,-37.056092463 -5.59067584099995,-37.05537668 -5.59068276899995,-37.055096743 -5.59068547999999,-37.054775083 -5.59068859199999,-37.054506476 -5.59069119199995,-37.054330466 -5.59069289399997,-37.054264107 -5.590693536,-37.054254445 -5.593617553,-37.054250184 -5.59490654199999,-37.054245844 -5.59621909699996,-37.05657756 -5.59622574499997))
14;6;ASL 14;MVS6;ASL14-MVS6;Polygon ((-37.031995904 -5.51814460699995,-37.03189048 -5.52025939599997,-37.032833382 -5.51868288499998,-37.033425801 -5.518684845,-37.033710722 -5.51825668099997,-37.034274869 -5.51740890099995,-37.034653493 -5.51683992,-37.034803949 -5.51661381899999,-37.03487106 -5.51665736799998,-37.035514455 -5.51568117099998,-37.035905293 -5.51508816399996,-37.035959635 -5.51393407999996,-37.035999188 -5.51309408699996,-37.036008925 -5.51288730699997,-37.03213947 -5.512876081,-37.03212763 -5.51687484899998,-37.031996737 -5.51687479899999,-37.031995904 -5.51814460699995))
7;1;ASL 07;MVS1;ASL07-MVS1;Polygon ((-37.041835745 -5.59349079699996,-37.041812357 -5.59346712199999,-37.040449921 -5.59346257099998,-37.0404455669999 -5.59477063399999,-37.040886316 -5.59477210699998,-37.040881641 -5.59617644499997,-37.040872859 -5.59881328199998,-37.044957843 -5.59882493399999,-37.0459847119999 -5.59882835899998,-37.045988411 -5.59771487199998,-37.045988155 -5.59769441099996,-37.044309137 -5.59599464199999,-37.043787753 -5.59546681399996,-37.043363849 -5.59503766799997,-37.041835745 -5.59349079699996))
14;5;ASL 14;MVS5;ASL14-MVS5;Polygon ((-37.029407824 -5.51813474399995,-37.029388416 -5.51970231299998,-37.030637362 -5.51998039,-37.03189048 -5.52025939599997,-37.031995904 -5.51814460699995,-37.031996737 -5.51687479899999,-37.03212763 -5.51687484899998,-37.032139203 -5.512876081,-37.029489249 -5.51286501499999,-37.029476205 -5.51686531599995,-37.029411994 -5.516865107,-37.029407824 -5.51813474399995))
7;2;ASL 07;MVS2;ASL07-MVS2;Polygon ((-37.038541713 -5.59210583999999,-37.038519383 -5.59880540899997,-37.040872859 -5.59881328199998,-37.040881641 -5.59617644499997,-37.040886316 -5.59477210699998,-37.0404455669999 -5.59477063399999,-37.040449921 -5.59346257099998,-37.041812357 -5.59346712199999,-37.041470231 -5.59312076999998,-37.040913994 -5.59255750899996,-37.04001002 -5.59164234299999,-37.039512719 -5.59113888799999,-37.038548356 -5.59016258299999,-37.038547967 -5.59022801599997,-37.038541713 -5.59210583999999))
14;4;ASL 14;MVS4;ASL14-MVS4;Polygon ((-37.026818569 -5.51812739099995,-37.026824197 -5.51956261799995,-37.028024198 -5.51961761299998,-37.029037941 -5.51966406999998,-37.02926298 -5.51967438399998,-37.029388416 -5.51970231299998,-37.029407824 -5.51813474399995,-37.029411966 -5.516865107,-37.029476205 -5.51686531599995,-37.029489249 -5.51286501499999,-37.0268327369999 -5.51285713999999,-37.026818569 -5.51812739099995))
7;3;ASL 07;MVS3;ASL07-MVS3;Polygon ((-37.038523737 -5.59749956399997,-37.038543418 -5.59159402399996,-37.038547271 -5.59043679899997,-37.038548356 -5.59016258299999,-37.03769933 -5.58930303899996,-37.036828864 -5.58842205499997,-37.036304976 -5.58789140699997,-37.036087955 -5.58767198299995,-37.036049622 -5.58860277699995,-37.035833545 -5.58861784499999,-37.035841658 -5.592169351,-37.035832871 -5.59480302499998,-37.035772913 -5.594802824,-37.035763942 -5.597490322,-37.038523737 -5.59749956399997))
14;3;ASL 14;MVS3;ASL14-MVS3;Polygon ((-37.02486388 -5.51550937099995,-37.024868912 -5.518207588,-37.025223915 -5.51820876699998,-37.025440789 -5.51865837099996,-37.02568859 -5.51865919399995,-37.025559531 -5.51950465699997,-37.026824197 -5.51956261799995,-37.026818569 -5.51812739099995,-37.026836707 -5.51157796799998,-37.026450142 -5.51082351999997,-37.02586119 -5.51142963799998,-37.024428247 -5.51290000099999,-37.022585344 -5.514791011,-37.023314442 -5.51550443499997,-37.02486388 -5.51550937099995))
7;4;ASL 07;MVS4;ASL07-MVS4;Polygon ((-37.035763942 -5.597490322,-37.035772913 -5.594802824,-37.035832871 -5.59480302499998,-37.0358412309999 -5.59198245699997,-37.035838839 -5.59093447399999,-37.035834674 -5.58911183699996,-37.035833545 -5.58861784499999,-37.035108198 -5.58866842599997,-37.035126024 -5.58889544199997,-37.035268999 -5.590947309,-37.03539728 -5.59093833499998,-37.035426189 -5.59135321899998,-37.033875556 -5.59146167199998,-37.033252815 -5.59215378199997,-37.033243993 -5.59479434699995,-37.033117608 -5.594793923,-37.033108322 -5.59747483899997,-37.034059053 -5.59747730199996,-37.034059028 -5.59748460499998,-37.035763942 -5.597490322))
14;2;ASL 14;MVS2;ASL14-MVS2;Polygon ((-37.022151679 -5.51557141699999,-37.022147067 -5.51819753299998,-37.022014029 -5.51819709,-37.022005365 -5.52081056199995,-37.022004067 -5.52103284699996,-37.023999847 -5.52104455199998,-37.024664895 -5.520365986,-37.025428694 -5.51958665899997,-37.025437716 -5.51958722999996,-37.025440789 -5.51865837099996,-37.025223915 -5.51820876699998,-37.024868912 -5.518207588,-37.02486388 -5.51550937099995,-37.023314442 -5.51550443499997,-37.022585344 -5.514791011,-37.022153252 -5.51523437699996,-37.022151679 -5.51557141699999))
7;5;ASL 07;MVS5;ASL07-MVS5;Polygon ((-37.033108322 -5.59747483899997,-37.033117284 -5.59479392199995,-37.033243993 -5.59479434699995,-37.03324854 -5.59343358199999,-37.031732542 -5.59342849699999,-37.031727992 -5.59478925999997,-37.0319799 -5.59479010599995,-37.031974674 -5.59747189699999,-37.033108322 -5.59747483899997))
14;1;ASL 14;MVS1;ASL14-MVS1;Polygon ((-37.022004067 -5.52103284699996,-37.022014029 -5.51819709,-37.022147067 -5.51819753299998,-37.022153252 -5.51523437699996,-37.021722303 -5.51567657099997,-37.021305148 -5.51610460799998,-37.020703325 -5.51672213299997,-37.019911922 -5.51753417699996,-37.019438435 -5.51802001099998,-37.019324585 -5.51813683,-37.01923749 -5.51822619699999,-37.019615977 -5.51874370299998,-37.020598502 -5.52008710299998,-37.021287121 -5.52102864099999,-37.022004067 -5.52103284699996))
7;6;ASL 07;MVS6;ASL07-MVS6;Polygon ((-37.033252815 -5.59215378199997,-37.033875556 -5.59146167199998,-37.033756783 -5.58975704599999,-37.034143876 -5.58972997199999,-37.03407946 -5.58880550499998,-37.03452957 -5.58877402299998,-37.034540881 -5.58893636899995,-37.035126024 -5.58889544199997,-37.035110243 -5.58866828299995,-37.033806496 -5.58875482799999,-37.033088438 -5.58844797699999,-37.030452956 -5.588443563,-37.030237106 -5.589501289,-37.030101838 -5.59016488199995,-37.030046798 -5.59043470999995,-37.029667858 -5.59147554099997,-37.029137295 -5.592932824,-37.028960792 -5.59341761299999,-37.030278341 -5.59342203899996,-37.030273782 -5.594784377,-37.031727992 -5.59478925999997,-37.031732542 -5.59342849699999,-37.03324854 -5.59343358199999,-37.033252815 -5.59215378199997))
11;6;ASL 11;MVS6;ASL11-MVS6;Polygon ((-37.0255778 -5.52674767999997,-37.025576747 -5.52706545199999,-37.026178127 -5.52706745199998,-37.0264186799999 -5.52706825199999,-37.026858172 -5.52716438699997,-37.027186671 -5.52723624299995,-37.027451704 -5.52729421699996,-37.027748607 -5.52735916099999,-37.02801529 -5.52695849399998,-37.027746963 -5.52689980099996,-37.026843225 -5.52670211699996,-37.026864022 -5.52636717099995,-37.026893042 -5.52589981099999,-37.027687601 -5.52590245199997,-37.028246554 -5.525904309,-37.028492418 -5.525580972,-37.028595406 -5.52544553399997,-37.028599699 -5.52414775,-37.02988326 -5.52415200999997,-37.029949309 -5.52405277599996,-37.028383461 -5.52404757899996,-37.026728173 -5.52404207999996,-37.025584541 -5.52403827899997,-37.0255778 -5.52674767999997))
8;1;ASL 08;MVS1;ASL08-MVS1;Polygon ((-37.054245844 -5.59621909699996,-37.054264107 -5.590693536,-37.054211974 -5.59069403999996,-37.053974268 -5.59069633999997,-37.053704465 -5.59069895099998,-37.053309743 -5.59070276999995,-37.053310011 -5.590730506,-37.053291872 -5.59621592899998,-37.054245844 -5.59621909699996))
11;5;ASL 11;MVS5;ASL11-MVS5;Polygon ((-37.02204859 -5.52945728199995,-37.022048214 -5.53012027699998,-37.023684238 -5.52895529199998,-37.024565305 -5.528327924,-37.024656494 -5.52826299199995,-37.024660474 -5.52706240199996,-37.025576747 -5.52706545199999,-37.0255778 -5.52674767999997,-37.025580972 -5.52547306299999,-37.025584541 -5.52403827899997,-37.022059951 -5.52402654799999,-37.022064173 -5.52546587499995,-37.022059684 -5.52681866799998,-37.021992981 -5.52681844599999,-37.021998899 -5.528181905,-37.022049792 -5.52818377199998,-37.02204859 -5.52945728199995))
8;2;ASL 08;MVS2;ASL08-MVS2;Polygon ((-37.053291872 -5.59621592899998,-37.053309743 -5.59070276999995,-37.05297044 -5.59070605299996,-37.051922932 -5.59071618499996,-37.051150154 -5.59072365899999,-37.050658627 -5.59072841299997,-37.050659087 -5.59077599699998,-37.050641103 -5.59620712099996,-37.053291872 -5.59621592899998))
